"date","country","channel_id","device_type","exit_clicks","revenue_loc"
"2025-12-03","CZ","78","mobile","110","1023.22"
"2025-12-03","CZ","38","mobile","48","348.26"
"2025-12-03","CZ","31","tablet","69","404.51"
"2025-12-03","CZ","42","pc","4","51.69"
"2025-12-03","CZ","11","tablet","9","35.87"
"2025-12-03","CZ","64","mobile","16","99.99"
"2025-12-14","CZ","34","pc","10226","15042.42"
"2025-12-14","CZ","5","mobile","18705","127884.85"
"2025-12-14","CZ","18","pc","454","4252.11"
"2025-12-14","CZ","33","mobile","3012","16294.92"
"2025-12-14","CZ","26","pc","1073","6086.53"
"2025-12-14","CZ","20","pc","514","3304.83"
"2025-12-14","CZ","69","mobile","245","1138.03"
"2025-12-14","CZ","58","tablet","27","308.59"
"2025-12-14","CZ","7","pc","32","109.46"
"2025-12-14","CZ","28","tablet","116","551.47"
"2025-12-14","CZ","32","tablet","9","93.53"
"2025-12-16","CZ","31","mobile","7879","39598.9"
"2025-12-16","CZ","27","pc","4397","26271.21"
"2025-12-16","CZ","27","mobile","5790","35750.07"
"2025-12-16","CZ","6","mobile","6996","48767.84"
"2025-12-16","CZ","61","pc","1510","8826.61"
"2025-12-16","CZ","57","pc","634","3607.86"
"2025-12-16","CZ","9","mobile","1112","4983.76"
"2025-12-16","CZ","11","mobile","596","2864.83"
"2025-12-16","CZ","18","pc","340","3120.17"
"2025-12-16","CZ","28","pc","1109","7674.76"
"2025-12-16","CZ","69","tablet","20","27.77"
"2025-12-16","CZ","27","tablet","261","1557.53"
"2025-12-16","CZ","67","pc","322","2833.13"
"2025-12-16","CZ","71","tablet","4","27.83"
"2025-12-16","CZ","35","mobile","99","503.23"
"2025-12-16","CZ","57","mobile","70","260.39"
"2025-12-16","CZ","62","mobile","3","33.17"
"2025-12-16","CZ","52","pc","2","16.8"
"2025-12-16","CZ","78","pc","5","53.2"
"2025-12-12","CZ","29","pc","1730","9353.91"
"2025-12-12","CZ","33","pc","1188","6298.72"
"2025-12-12","CZ","5","pc","641","4740.94"
"2025-12-12","CZ","12","mobile","774","3145.71"
"2025-12-12","CZ","28","mobile","1206","7579.8"
"2025-12-12","CZ","11","mobile","581","3354.37"
"2025-12-12","CZ","69","pc","237","1721.16"
"2025-12-12","CZ","30","pc","143","978.96"
"2025-12-12","CZ","7","pc","10","16.68"
"2025-12-12","CZ","17","pc","259","2489.1"
"2025-12-12","CZ","13","mobile","51","354.7"
"2025-12-12","CZ","38","mobile","70","452.07"
"2025-12-12","CZ","57","mobile","30","262.92"
"2025-12-12","CZ","65","mobile","86","539.76"
"2025-12-12","CZ","20","tablet","6","16.2"
"2025-12-12","CZ","5","tablet","111","797.74"
"2025-12-12","CZ","7","mobile","103","728.06"
"2025-12-12","CZ","34","tablet","22","110.33"
"2025-12-12","CZ","32","tablet","1","13.6"
"2025-12-12","CZ","38","pc","5","32.64"
"2025-12-15","CZ","5","mobile","15231","102614.91"
"2025-12-15","CZ","31","mobile","8462","46046.49"
"2025-12-15","CZ","17","mobile","900","7890.65"
"2025-12-15","CZ","31","pc","5973","34367.42"
"2025-12-15","CZ","66","mobile","467","2782"
"2025-12-15","CZ","10","pc","23","182.55"
"2025-12-15","CZ","58","pc","721","7193.78"
"2025-12-15","CZ","12","mobile","592","1958.61"
"2025-12-15","CZ","78","mobile","84","657.81"
"2025-12-15","CZ","6","tablet","56","504.65"
"2025-12-15","CZ","43","mobile","20","112.94"
"2025-12-15","CZ","32","mobile","100","753.16"
"2025-12-15","CZ","71","pc","133","1115.88"
"2025-12-15","CZ","35","pc","11","61.49"
"2025-12-15","CZ","32","tablet","9","33.31"
"2025-12-15","CZ","17","tablet","8","87.47"
"2025-12-10","CZ","11","mobile","636","2771.73"
"2025-12-10","CZ","45","mobile","35","45.96"
"2025-12-10","CZ","70","pc","104","652.14"
"2025-12-10","CZ","26","mobile","1983","9833.14"
"2025-12-10","CZ","58","pc","744","7696.26"
"2025-12-10","CZ","6","pc","309","2508.26"
"2025-12-10","CZ","65","mobile","86","494.89"
"2025-12-10","CZ","61","tablet","70","477.25"
"2025-12-10","CZ","28","tablet","44","195.37"
"2025-12-10","CZ","62","mobile","3","18.61"
"2025-12-10","CZ","18","tablet","27","283.38"
"2025-12-10","CZ","58","tablet","7","168.7"
"2025-12-23","CZ","29","pc","760","3517.46"
"2025-12-23","CZ","22","mobile","8169","49228.81"
"2025-12-23","CZ","6","mobile","4116","25201.24"
"2025-12-23","CZ","17","mobile","993","7304.39"
"2025-12-23","CZ","18","mobile","542","5234.73"
"2025-12-23","CZ","10","mobile","134","850.71"
"2025-12-23","CZ","61","pc","650","3408.56"
"2025-12-23","CZ","6","tablet","18","110.54"
"2025-12-23","CZ","31","tablet","25","111.66"
"2025-12-23","CZ","5","tablet","54","304.48"
"2025-12-23","CZ","6","pc","188","1320.45"
"2025-12-23","CZ","65","mobile","34","202.32"
"2025-12-23","CZ","42","mobile","8","23.71"
"2025-12-08","CZ","6","mobile","9743","76729.65"
"2025-12-08","CZ","43","pc","1056","7993.13"
"2025-12-08","CZ","26","mobile","2052","11110.07"
"2025-12-08","CZ","22","pc","2417","19415.68"
"2025-12-08","CZ","62","pc","458","2871.32"
"2025-12-08","CZ","65","mobile","71","526.82"
"2025-12-08","CZ","64","pc","71","435.75"
"2025-12-08","CZ","11","tablet","31","173.88"
"2025-12-08","CZ","18","tablet","22","278.13"
"2025-12-08","CZ","13","pc","3","4.24"
"2025-12-18","CZ","17","mobile","1020","8191.25"
"2025-12-18","CZ","29","pc","1322","6162.24"
"2025-12-18","CZ","23","pc","831","5344.83"
"2025-12-18","CZ","44","mobile","105","696.46"
"2025-12-18","CZ","58","pc","251","2310.57"
"2025-12-18","CZ","30","pc","94","674.11"
"2025-12-18","CZ","20","pc","157","898.9"
"2025-12-18","CZ","26","tablet","57","215.94"
"2025-12-18","CZ","11","tablet","11","73.16"
"2025-12-18","CZ","7","pc","9","64.29"
"2025-12-18","CZ","52","pc","1","5.53"
"2025-12-18","CZ","9","tablet","24","178.57"
"2025-12-13","CZ","61","pc","928","5745.49"
"2025-12-13","CZ","57","pc","457","2667.29"
"2025-12-13","CZ","17","pc","332","3564.41"
"2025-12-13","CZ","22","tablet","183","1282.04"
"2025-12-13","CZ","20","pc","353","2037.67"
"2025-12-13","CZ","66","pc","116","774.82"
"2025-12-13","CZ","70","mobile","17","71.67"
"2025-12-13","CZ","28","tablet","38","222.91"
"2025-12-13","CZ","82","mobile","81","231.54"
"2025-12-13","CZ","7","pc","18","106.25"
"2025-12-13","CZ","25","pc","11","32.34"
"2025-12-13","CZ","64","pc","16","81.85"
"2025-12-13","CZ","38","pc","5","6.47"
"2025-12-13","CZ","78","tablet","5","41.41"
"2025-12-14","CZ","45","pc","5","27.18"
"2025-05-06","CZ","35","tablet","1","1.4"
"2025-06-20","CZ","31","pc","3622","21405.47"
"2025-06-20","CZ","22","pc","3033","20597.17"
"2025-06-20","CZ","25","pc","338","2654.65"
"2025-06-20","CZ","31","mobile","4980","27912.92"
"2025-06-20","CZ","67","mobile","1465","8957.93"
"2025-06-20","CZ","33","pc","1261","6978.38"
"2025-06-20","CZ","43","mobile","6","60.71"
"2025-06-20","CZ","66","pc","26","157.87"
"2025-06-20","CZ","35","pc","11","46.27"
"2025-06-02","CZ","9","pc","6","74.7"
"2025-12-13","CZ","6","mobile","8872","63492.04"
"2025-12-13","CZ","78","mobile","72","678.01"
"2025-12-13","CZ","7","tablet","4","30.03"
"2025-05-05","CZ","27","mobile","6928","40729.45"
"2025-05-05","CZ","27","tablet","325","2093.99"
"2025-05-05","CZ","66","mobile","233","1223.9"
"2025-05-05","CZ","28","pc","1568","9953.43"
"2025-05-05","CZ","7","pc","39","249.21"
"2025-05-05","CZ","52","mobile","600","3745.18"
"2025-05-05","CZ","66","pc","95","574.35"
"2025-05-05","CZ","31","tablet","37","175.77"
"2025-05-05","CZ","70","pc","35","190.5"
"2025-05-05","CZ","9","pc","3","38.2"
"2025-07-03","CZ","70","mobile","2","2.34"
"2025-06-29","CZ","65","tablet","1","2.76"
"2025-06-28","CZ","16","pc","2","13.86"
"2025-06-25","CZ","31","mobile","5738","34322.84"
"2025-06-25","CZ","27","pc","3751","24573.31"
"2025-06-25","CZ","5","tablet","71","542.62"
"2025-06-25","CZ","28","mobile","1288","7966.24"
"2025-06-25","CZ","26","mobile","1612","9275.33"
"2025-06-25","CZ","43","pc","602","4267.1"
"2025-06-25","CZ","12","mobile","64","440.76"
"2025-06-25","CZ","7","mobile","140","974.3"
"2025-06-25","CZ","33","tablet","123","713.98"
"2025-06-25","CZ","62","pc","137","1301.65"
"2025-06-25","CZ","17","pc","114","653.42"
"2025-06-25","CZ","18","tablet","23","185.58"
"2025-06-15","CZ","12","tablet","2","45.57"
"2025-06-11","CZ","34","mobile","3069","16863.9"
"2025-06-11","CZ","26","mobile","1930","9871.1"
"2025-06-11","CZ","58","mobile","2046","16670.59"
"2025-06-11","CZ","17","pc","52","346.25"
"2025-06-11","CZ","38","pc","32","195.29"
"2025-06-11","CZ","31","tablet","84","531.8"
"2025-06-10","CZ","9","pc","2","20.4"
"2025-06-10","CZ","16","pc","8","60.46"
"2025-06-10","CZ","11","pc","1","6.9"
"2025-05-15","CZ","9","pc","7","20.9"
"2025-06-26","CZ","25","tablet","9","51.86"
"2025-07-20","CZ","39","pc","836","3903.63"
"2025-07-20","CZ","35","mobile","193","1287.95"
"2025-07-20","CZ","28","mobile","2387","15317.53"
"2025-07-20","CZ","28","pc","1348","9495.55"
"2025-07-20","CZ","18","mobile","179","1600.07"
"2025-07-20","CZ","44","mobile","58","403.21"
"2025-07-20","CZ","25","mobile","198","1477.91"
"2025-07-20","CZ","22","tablet","118","782.8"
"2025-07-20","CZ","31","tablet","116","707.72"
"2025-07-20","CZ","34","tablet","58","353.46"
"2025-07-20","CZ","70","pc","53","331.92"
"2025-07-20","CZ","16","pc","3","12.21"
"2025-07-24","CZ","13","pc","3","14.96"
"2025-07-25","CZ","58","tablet","17","205.14"
"2025-07-26","CZ","44","pc","3","29.1"
"2025-07-26","CZ","68","mobile","5","41.11"
"2025-07-28","CZ","29","mobile","6964","32803.96"
"2025-07-28","CZ","6","mobile","11340","68975.77"
"2025-07-28","CZ","23","pc","1926","13073.92"
"2025-07-28","CZ","27","tablet","381","2066.35"
"2025-07-28","CZ","23","tablet","48","282.48"
"2025-07-28","CZ","43","pc","1117","7650.47"
"2025-07-28","CZ","29","pc","2049","9927.75"
"2025-07-28","CZ","45","mobile","175","1080.36"
"2025-07-28","CZ","30","mobile","499","2876.3"
"2025-07-28","CZ","69","pc","263","1638.15"
"2025-07-28","CZ","25","pc","252","1605.48"
"2025-07-28","CZ","32","tablet","68","247.89"
"2025-07-28","CZ","10","pc","25","211.04"
"2025-07-28","CZ","45","pc","31","471.3"
"2025-07-29","CZ","11","tablet","6","33.31"
"2025-07-18","CZ","29","tablet","159","1018.11"
"2025-07-18","CZ","6","pc","732","5246.21"
"2025-07-18","CZ","29","mobile","7321","37983.62"
"2025-07-18","CZ","27","pc","3947","24672.93"
"2025-07-18","CZ","20","mobile","620","3697.57"
"2025-07-18","CZ","39","mobile","11611","60309.23"
"2025-07-18","CZ","34","tablet","73","517.02"
"2025-07-18","CZ","22","tablet","168","1144.16"
"2025-07-18","CZ","66","pc","94","505.59"
"2025-07-18","CZ","25","mobile","179","1473.37"
"2025-07-18","CZ","62","pc","222","1801.39"
"2025-07-18","CZ","18","tablet","9","101.99"
"2025-07-18","CZ","68","mobile","30","139.1"
"2025-07-18","CZ","18","pc","37","254.19"
"2025-07-18","CZ","6","tablet","43","248.97"
"2025-07-18","CZ","9","pc","5","34.83"
"2025-07-20","CZ","2","pc","1","2.2"
"2025-07-21","CZ","31","mobile","8023","46167.34"
"2025-07-21","CZ","58","pc","833","7465.22"
"2025-07-21","CZ","26","mobile","2086","11890.39"
"2025-07-21","CZ","26","pc","1492","8714.85"
"2025-07-21","CZ","30","mobile","352","2311.95"
"2025-07-21","CZ","66","pc","289","1832"
"2025-07-21","CZ","43","mobile","42","282.08"
"2025-07-21","CZ","37","mobile","2","20.06"
"2025-07-21","CZ","10","pc","37","421.76"
"2025-07-21","CZ","35","pc","8","75.25"
"2025-07-21","CZ","20","tablet","3","38.5"
"2025-07-30","CZ","35","pc","3","21.39"
"2025-07-30","CZ","11","tablet","2","4.7"
"2025-08-06","CZ","33","pc","1694","7537.64"
"2025-08-06","CZ","61","pc","1487","7671.68"
"2025-08-06","CZ","28","mobile","1282","6582.62"
"2025-08-06","CZ","25","pc","430","2692.86"
"2025-08-06","CZ","57","pc","535","2311.11"
"2025-08-06","CZ","7","mobile","117","665.74"
"2025-08-06","CZ","22","tablet","134","644.94"
"2025-08-06","CZ","26","tablet","110","486.06"
"2025-08-06","CZ","39","tablet","39","147.34"
"2025-08-06","CZ","52","pc","14","73.01"
"2025-08-06","CZ","12","pc","6","39.33"
"2025-07-18","CZ","20","tablet","3","17.78"
"2025-08-11","CZ","20","mobile","705","2988.43"
"2025-08-11","CZ","26","mobile","2363","10260.11"
"2025-08-11","CZ","26","pc","1470","6342.14"
"2025-08-11","CZ","65","mobile","92","313.8"
"2025-08-11","CZ","17","mobile","484","2224.29"
"2025-08-11","CZ","61","pc","1566","7488.12"
"2025-08-11","CZ","71","tablet","19","61.91"
"2025-08-11","CZ","68","pc","9","112.36"
"2025-08-11","CZ","11","tablet","3","6.86"
"2025-08-11","CZ","12","tablet","1","2.4"
"2025-08-11","CZ","12","pc","7","36.2"
"2025-08-12","CZ","67","mobile","1840","8621.72"
"2025-08-12","CZ","33","pc","1468","5849.32"
"2025-08-12","CZ","78","mobile","165","796.88"
"2025-08-12","CZ","27","tablet","234","1057.1"
"2025-08-12","CZ","20","mobile","733","3324.36"
"2025-08-12","CZ","9","pc","15","100.66"
"2025-08-12","CZ","45","mobile","131","855.35"
"2025-08-12","CZ","26","tablet","61","254.67"
"2025-08-18","CZ","31","mobile","9586","53189.88"
"2025-08-18","CZ","29","mobile","6273","29919.16"
"2025-08-18","CZ","34","mobile","4379","24632.54"
"2025-08-18","CZ","62","pc","279","1889.82"
"2025-08-18","CZ","71","pc","801","3194.35"
"2025-08-18","CZ","28","pc","1617","10431.1"
"2025-08-18","CZ","30","mobile","376","2535.42"
"2025-08-18","CZ","33","tablet","162","758.61"
"2025-08-18","CZ","25","pc","218","1649"
"2025-08-18","CZ","20","pc","232","1405.12"
"2025-08-18","CZ","67","tablet","22","151.61"
"2025-08-18","CZ","32","pc","131","916.65"
"2025-08-18","CZ","12","pc","13","75.64"
"2025-08-18","CZ","78","pc","20","156.55"
"2025-08-18","CZ","35","pc","2","13.8"
"2025-08-18","CZ","20","tablet","4","7.1"
"2025-08-17","CZ","20","tablet","2","17.2"
"2025-08-23","CZ","34","mobile","4757","24936.82"
"2025-08-23","CZ","30","mobile","401","2591.65"
"2025-08-23","CZ","67","mobile","2927","18903.45"
"2025-08-23","CZ","6","pc","355","2696.42"
"2025-08-23","CZ","31","tablet","135","783.57"
"2025-08-23","CZ","69","pc","224","1339.18"
"2025-08-23","CZ","43","mobile","56","363.8"
"2025-08-23","CZ","34","tablet","109","584.41"
"2025-08-23","CZ","18","tablet","27","207.08"
"2025-08-23","CZ","11","tablet","10","31.71"
"2025-08-27","CZ","31","pc","5574","30659.13"
"2025-08-27","CZ","58","mobile","2006","16526.73"
"2025-08-27","CZ","39","pc","952","4128.38"
"2025-08-27","CZ","17","pc","124","681.14"
"2025-08-27","CZ","28","mobile","1698","9715.41"
"2025-08-27","CZ","32","mobile","156","927.99"
"2025-08-27","CZ","25","mobile","141","1174.2"
"2025-08-27","CZ","6","pc","478","3423.27"
"2025-08-27","CZ","31","tablet","44","233.19"
"2025-08-27","CZ","11","pc","14","154.96"
"2025-08-27","CZ","33","tablet","97","528.06"
"2025-08-27","CZ","35","mobile","58","448.98"
"2025-08-27","CZ","13","mobile","76","440.01"
"2025-08-27","CZ","37","pc","7","44.47"
"2025-07-18","CZ","18","mobile","188","1679.94"
"2025-08-06","CZ","9","pc","16","89.97"
"2025-10-01","CZ","23","mobile","3583","22049.57"
"2025-10-01","CZ","58","mobile","4106","28596.94"
"2025-10-01","CZ","34","pc","54604","12694.82"
"2025-10-01","CZ","61","pc","2099","11787.86"
"2025-10-01","CZ","67","pc","226","1509.88"
"2025-10-01","CZ","27","tablet","240","1103.78"
"2025-10-01","CZ","65","pc","74","423.12"
"2025-10-01","CZ","61","tablet","58","344.69"
"2025-10-01","CZ","6","pc","502","3551.7"
"2025-10-01","CZ","29","tablet","81","286.98"
"2025-10-01","CZ","30","pc","164","912.88"
"2025-10-01","CZ","71","mobile","210","1418.73"
"2025-10-01","CZ","18","pc","69","480.23"
"2025-10-01","CZ","35","pc","6","46.21"
"2025-10-01","CZ","38","mobile","15","47.71"
"2025-10-01","CZ","70","mobile","7","23.6"
"2025-09-30","CZ","23","pc","1330","7414.44"
"2025-09-30","CZ","27","mobile","7338","35409.78"
"2025-09-30","CZ","57","pc","550","2555.35"
"2025-09-30","CZ","29","pc","1818","7930.08"
"2025-09-30","CZ","6","mobile","8780","53156.22"
"2025-09-30","CZ","23","mobile","3602","19548.49"
"2025-09-30","CZ","42","pc","9","65.6"
"2025-09-30","CZ","25","pc","230","1154.34"
"2025-09-30","CZ","34","tablet","88","381.29"
"2025-09-30","CZ","43","mobile","14","73.27"
"2025-09-30","CZ","69","pc","187","680.79"
"2025-09-30","CZ","65","mobile","42","245.62"
"2025-09-30","CZ","28","tablet","77","337.79"
"2025-09-30","CZ","62","mobile","10","74.15"
"2025-09-30","CZ","52","pc","3","20.5"
"2025-09-30","CZ","66","tablet","3","13.65"
"2025-09-27","CZ","28","mobile","2503","13512.12"
"2025-09-27","CZ","61","mobile","6410","34177.26"
"2025-09-27","CZ","33","mobile","2702","14091.95"
"2025-09-27","CZ","29","mobile","4339","20265.48"
"2025-09-27","CZ","30","pc","178","1050.7"
"2025-09-27","CZ","39","mobile","16544","82259.04"
"2025-09-27","CZ","64","pc","34","221.88"
"2025-09-27","CZ","38","pc","8","53.73"
"2025-09-27","CZ","18","tablet","5","35.2"
"2025-09-27","CZ","38","tablet","5","37.09"
"2025-09-26","CZ","27","mobile","6944","36182.14"
"2025-09-26","CZ","31","pc","4534","24216.92"
"2025-09-26","CZ","26","tablet","51","298.2"
"2025-09-26","CZ","58","pc","917","7409.47"
"2025-09-26","CZ","57","pc","577","3149.24"
"2025-09-26","CZ","69","pc","94","435.1"
"2025-09-26","CZ","17","pc","29","210.43"
"2025-09-26","CZ","13","mobile","30","230.98"
"2025-09-26","CZ","52","mobile","150","794.52"
"2025-09-26","CZ","23","tablet","39","173.34"
"2025-09-26","CZ","71","mobile","226","1818.2"
"2025-09-30","CZ","9","tablet","2","9.6"
"2025-09-23","CZ","27","mobile","7413","40254.46"
"2025-09-23","CZ","23","mobile","4847","30426.43"
"2025-09-23","CZ","62","pc","362","2391.71"
"2025-09-23","CZ","27","pc","5458","33314.82"
"2025-09-23","CZ","33","pc","1358","6768.42"
"2025-09-23","CZ","23","pc","1524","10111.34"
"2025-09-23","CZ","5","tablet","68","490.11"
"2025-09-23","CZ","27","tablet","296","1624.51"
"2025-09-13","CZ","22","mobile","28647","171208.32"
"2025-09-13","CZ","10","mobile","335","2224.14"
"2025-09-13","CZ","6","mobile","7539","50004.81"
"2025-09-13","CZ","22","pc","5230","33903.24"
"2025-09-13","CZ","23","pc","1471","9358.19"
"2025-09-13","CZ","64","pc","108","646.42"
"2025-09-13","CZ","22","tablet","146","949.7"
"2025-09-13","CZ","25","pc","190","1348.29"
"2025-09-13","CZ","29","pc","1067","5159.69"
"2025-09-13","CZ","64","mobile","11","78.02"
"2025-09-13","CZ","44","mobile","24","238.68"
"2025-09-13","CZ","42","mobile","32","527.38"
"2025-09-13","CZ","71","pc","173","1365.71"
"2025-09-13","CZ","39","tablet","46","250.26"
"2025-09-13","CZ","66","tablet","3","5.9"
"2025-09-13","CZ","67","tablet","8","53.98"
"2025-09-13","CZ","10","tablet","4","16.6"
"2025-09-17","CZ","12","tablet","1","8.82"
"2025-09-14","CZ","20","pc","347","2265.4"
"2025-09-14","CZ","5","mobile","17974","113110.15"
"2025-09-14","CZ","67","mobile","3801","22317.79"
"2025-09-14","CZ","7","pc","13","89.13"
"2025-09-14","CZ","26","mobile","2701","13219.32"
"2025-09-14","CZ","23","pc","1590","9748.99"
"2025-09-14","CZ","30","pc","294","1759.84"
"2025-09-14","CZ","18","mobile","174","1307.7"
"2025-09-14","CZ","20","tablet","9","53.71"
"2025-09-14","CZ","68","mobile","5","22.34"
"2025-09-14","CZ","58","tablet","50","377.61"
"2025-09-14","CZ","13","mobile","67","460.29"
"2025-09-14","CZ","69","tablet","8","59.67"
"2025-09-14","CZ","12","pc","6","68.76"
"2025-09-14","CZ","9","pc","8","113.6"
"2025-09-24","CZ","10","pc","21","89.47"
"2025-09-24","CZ","71","pc","230","1665.34"
"2025-10-05","CZ","22","tablet","277","1707.59"
"2025-10-05","CZ","34","pc","45581","14027.35"
"2025-10-05","CZ","27","pc","5675","30890.38"
"2025-10-05","CZ","7","mobile","185","1114.56"
"2025-10-05","CZ","20","mobile","1714","8084.48"
"2025-10-05","CZ","39","pc","990","4567.35"
"2025-10-05","CZ","5","tablet","92","577.67"
"2025-10-05","CZ","32","pc","153","824.62"
"2025-10-05","CZ","71","mobile","308","2087.06"
"2025-10-05","CZ","5","pc","559","3175.45"
"2025-10-05","CZ","35","pc","29","159.03"
"2025-10-05","CZ","9","tablet","7","31.87"
"2025-10-05","CZ","35","tablet","3","3.96"
"2025-09-21","CZ","22","pc","4781","31470.3"
"2025-09-21","CZ","28","mobile","2712","16115.06"
"2025-09-21","CZ","29","pc","1289","6766.07"
"2025-09-21","CZ","32","mobile","271","1318.36"
"2025-09-21","CZ","20","mobile","1248","7091.73"
"2025-09-21","CZ","10","pc","16","96.93"
"2025-09-21","CZ","12","mobile","99","801.31"
"2025-09-21","CZ","78","mobile","184","1112.33"
"2025-09-21","CZ","7","mobile","240","1339.38"
"2025-09-21","CZ","9","pc","12","156.53"
"2025-09-21","CZ","65","pc","109","690.08"
"2025-09-21","CZ","44","mobile","14","119.79"
"2025-09-09","CZ","68","pc","2","7.4"
"2025-09-09","CZ","11","pc","3","27.01"
"2025-09-06","CZ","66","mobile","510","2604.42"
"2025-09-06","CZ","31","mobile","8956","47606.98"
"2025-09-06","CZ","23","mobile","4459","28813.07"
"2025-09-06","CZ","33","mobile","3263","16905.53"
"2025-09-06","CZ","61","pc","1442","9043.48"
"2025-09-06","CZ","18","mobile","216","1849.08"
"2025-09-06","CZ","13","mobile","74","424.58"
"2025-09-06","CZ","6","tablet","37","209.56"
"2025-09-06","CZ","78","mobile","128","823.58"
"2025-09-06","CZ","35","tablet","50","291.71"
"2025-09-06","CZ","42","pc","2","2.6"
"2025-09-06","CZ","52","pc","3","33.6"
"2025-09-11","CZ","9","pc","1","15.15"
"2025-10-05","CZ","43","tablet","3","25.8"
"2025-10-05","CZ","45","pc","2","12"
"2025-10-06","CZ","27","pc","6285","33650.49"
"2025-10-06","CZ","39","mobile","14917","69119.13"
"2025-10-06","CZ","5","mobile","16833","100624.19"
"2025-10-06","CZ","17","mobile","1583","10828.6"
"2025-10-06","CZ","31","pc","5996","30852.21"
"2025-10-06","CZ","66","mobile","439","2031.37"
"2025-10-06","CZ","57","pc","776","4144.03"
"2025-10-06","CZ","20","mobile","1270","6204.56"
"2025-10-06","CZ","39","tablet","47","198.55"
"2025-10-06","CZ","67","pc","412","2445.18"
"2025-10-06","CZ","68","mobile","44","225.63"
"2025-10-06","CZ","42","mobile","24","104.63"
"2025-10-06","CZ","42","pc","7","61.27"
"2025-10-06","CZ","70","mobile","8","64.83"
"2025-10-08","CZ","5","mobile","16496","102373.57"
"2025-10-08","CZ","23","mobile","4009","22253.62"
"2025-10-08","CZ","61","pc","1818","10148.55"
"2025-10-08","CZ","34","mobile","4505","22567.07"
"2025-10-08","CZ","57","pc","576","2990.64"
"2025-10-08","CZ","39","pc","1317","5645.62"
"2025-10-08","CZ","58","mobile","2781","20231.55"
"2025-10-08","CZ","66","mobile","459","2401.06"
"2025-10-08","CZ","39","tablet","58","256.1"
"2025-10-08","CZ","69","mobile","298","1373.44"
"2025-10-08","CZ","27","tablet","301","1269.7"
"2025-10-08","CZ","18","mobile","191","1393.76"
"2025-10-08","CZ","45","mobile","39","225.77"
"2025-10-08","CZ","70","mobile","5","38.72"
"2025-10-08","CZ","68","mobile","7","55.03"
"2025-10-08","CZ","22","tablet","104","663.68"
"2025-10-08","CZ","26","tablet","68","320.54"
"2025-10-08","CZ","10","tablet","1","10.5"
"2025-10-08","CZ","10","pc","16","116.08"
"2025-10-08","CZ","72","mobile","1","1.6"
"2025-10-12","CZ","61","mobile","7705","40380.89"
"2025-10-12","CZ","31","pc","5654","29379.13"
"2025-10-12","CZ","23","pc","1969","12945.1"
"2025-10-12","CZ","28","mobile","3070","15540.63"
"2025-10-12","CZ","38","mobile","115","371.61"
"2025-10-12","CZ","17","pc","98","873.43"
"2025-10-12","CZ","67","pc","226","1566.99"
"2025-10-12","CZ","18","tablet","30","204.75"
"2025-10-12","CZ","23","tablet","56","306.42"
"2025-10-12","CZ","38","pc","41","113.66"
"2025-10-12","CZ","13","mobile","77","356.12"
"2025-10-12","CZ","12","pc","9","110.75"
"2025-05-14","CZ","37","pc","1","4.7"
"2025-09-14","CZ","20","mobile","1555","7913.09"
"2025-10-13","CZ","11","pc","2","17"
"2025-10-15","CZ","31","mobile","8812","45317.84"
"2025-10-15","CZ","30","mobile","382","2462.72"
"2025-10-15","CZ","9","mobile","605","3911.29"
"2025-10-15","CZ","67","pc","259","1752.43"
"2025-10-15","CZ","7","tablet","1","11.1"
"2025-10-15","CZ","7","mobile","237","1626.16"
"2025-10-15","CZ","23","tablet","8","50.59"
"2025-10-15","CZ","20","tablet","16","61.26"
"2025-10-15","CZ","65","pc","127","985.84"
"2025-10-15","CZ","67","tablet","19","186.61"
"2025-10-14","CZ","9","tablet","9","56.11"
"2025-10-20","CZ","70","mobile","4","30.45"
"2025-10-20","CZ","71","tablet","9","46.8"
"2025-10-21","CZ","67","mobile","2995","20065.86"
"2025-10-21","CZ","5","mobile","18756","126836.09"
"2025-10-21","CZ","29","mobile","8808","43794.86"
"2025-10-21","CZ","29","pc","2455","12527.14"
"2025-10-21","CZ","32","mobile","227","1139.81"
"2025-10-21","CZ","45","mobile","4","31.4"
"2025-10-21","CZ","22","tablet","112","785.66"
"2025-10-21","CZ","61","tablet","68","395.67"
"2025-10-21","CZ","44","mobile","7","50"
"2025-10-21","CZ","10","pc","22","238.12"
"2025-10-21","CZ","52","mobile","51","403.02"
"2025-10-27","CZ","6","mobile","12101","83431.91"
"2025-10-27","CZ","10","mobile","452","3243.82"
"2025-10-27","CZ","34","mobile","5986","32984.18"
"2025-10-27","CZ","43","pc","1699","11102.43"
"2025-10-27","CZ","33","mobile","3595","18751.91"
"2025-10-27","CZ","30","mobile","489","2825.45"
"2025-10-27","CZ","62","pc","424","2960.41"
"2025-10-27","CZ","20","pc","284","1639.76"
"2025-10-27","CZ","7","mobile","231","1727.73"
"2025-10-27","CZ","78","mobile","89","662.05"
"2025-10-27","CZ","18","tablet","17","165.15"
"2025-10-27","CZ","33","tablet","136","642.42"
"2025-10-27","CZ","30","pc","170","1172.03"
"2025-10-27","CZ","6","tablet","44","270.16"
"2025-10-27","CZ","57","mobile","76","337.27"
"2025-10-27","CZ","78","pc","6","51.18"
"2025-10-27","CZ","64","mobile","4","8.25"
"2025-10-27","CZ","20","tablet","19","109.89"
"2025-10-28","CZ","22","pc","7847","54367.05"
