"date","country","channel_id","device_type","exit_clicks","revenue_loc"
"2025-05-11","CZ","28","tablet","78","442.65"
"2025-05-11","CZ","12","mobile","150","911.79"
"2025-05-13","CZ","66","pc","119","614.2"
"2025-05-13","CZ","32","tablet","8","33.16"
"2025-05-13","CZ","33","tablet","89","428.61"
"2025-05-13","CZ","61","tablet","95","517.64"
"2025-05-13","CZ","22","tablet","88","532.77"
"2025-05-13","CZ","45","mobile","11","82.11"
"2025-05-01","CZ","30","pc","214","1681.24"
"2025-05-01","CZ","6","tablet","66","395.7"
"2025-05-01","CZ","32","mobile","184","1146.65"
"2025-05-01","CZ","6","pc","514","3632.02"
"2025-05-01","CZ","31","tablet","72","420.05"
"2025-05-01","CZ","29","tablet","93","513"
"2025-05-23","CZ","70","mobile","2","11.22"
"2025-05-26","CZ","5","mobile","23727","151028.8"
"2025-05-26","CZ","27","pc","4863","28289.34"
"2025-05-26","CZ","34","pc","2386","14092.96"
"2025-05-26","CZ","17","mobile","2730","16848.52"
"2025-05-26","CZ","23","mobile","2502","17159.61"
"2025-05-26","CZ","20","pc","274","1340.36"
"2025-05-26","CZ","58","pc","712","6920.02"
"2025-05-26","CZ","31","tablet","84","579.99"
"2025-05-26","CZ","26","tablet","52","348.82"
"2025-05-26","CZ","35","mobile","222","1094.29"
"2025-05-26","CZ","57","pc","695","3601.72"
"2025-05-26","CZ","65","pc","83","448.54"
"2025-05-15","CZ","43","pc","633","3768.12"
"2025-05-15","CZ","22","pc","4700","28244.34"
"2025-05-15","CZ","7","mobile","101","501.68"
"2025-05-15","CZ","12","mobile","156","1140.96"
"2025-05-15","CZ","27","tablet","272","1322.73"
"2025-05-15","CZ","38","mobile","49","191.11"
"2025-05-15","CZ","62","mobile","5","59.97"
"2025-05-15","CZ","16","mobile","67","560.42"
"2025-07-05","CZ","6","pc","493","4253.07"
"2025-07-05","CZ","67","mobile","2095","14946"
"2025-07-05","CZ","29","tablet","171","986.18"
"2025-07-05","CZ","28","pc","875","6240.81"
"2025-07-05","CZ","16","mobile","47","482.51"
"2025-07-05","CZ","70","pc","46","228.02"
"2025-07-05","CZ","53","mobile","22","142.45"
"2025-07-05","CZ","30","pc","169","1199.3"
"2025-07-05","CZ","38","mobile","42","296.01"
"2025-05-20","CZ","37","pc","6","28.5"
"2025-05-20","CZ","23","tablet","2","10"
"2025-05-03","CZ","66","tablet","1","6.8"
"2025-05-03","CZ","57","tablet","3","8.25"
"2025-07-06","CZ","9","tablet","2","12.57"
"2025-06-12","CZ","61","mobile","3900","20951.16"
"2025-06-12","CZ","33","mobile","2336","11090.04"
"2025-06-12","CZ","28","pc","980","5904.98"
"2025-06-12","CZ","6","pc","596","3619.8"
"2025-06-12","CZ","6","tablet","56","316.49"
"2025-06-12","CZ","20","pc","89","503.38"
"2025-06-12","CZ","70","pc","54","318.61"
"2025-06-12","CZ","38","mobile","34","179.76"
"2025-06-12","CZ","7","pc","50","408.64"
"2025-06-12","CZ","68","mobile","12","72.11"
"2025-06-15","CZ","69","tablet","13","66.9"
"2025-06-15","CZ","7","pc","14","49.75"
"2025-06-08","CZ","45","pc","1","11.69"
"2025-06-06","CZ","3","pc","2","17.08"
"2025-06-28","CZ","26","pc","972","5969.09"
"2025-06-28","CZ","29","mobile","4441","22230.56"
"2025-06-28","CZ","33","pc","1043","6855.12"
"2025-06-28","CZ","27","mobile","5634","36146.74"
"2025-06-28","CZ","23","pc","738","5097.51"
"2025-06-28","CZ","30","tablet","9","31.04"
"2025-06-28","CZ","69","mobile","271","1622.06"
"2025-06-28","CZ","17","mobile","971","5691.51"
"2025-06-28","CZ","20","pc","122","696.94"
"2025-06-28","CZ","39","mobile","12141","56417.32"
"2025-06-28","CZ","62","pc","79","733.04"
"2025-06-28","CZ","29","tablet","95","650.49"
"2025-06-28","CZ","64","mobile","8","28.8"
"2025-06-30","CZ","28","pc","1276","8974.83"
"2025-06-30","CZ","13","mobile","79","583.33"
"2025-06-30","CZ","25","pc","174","1304.22"
"2025-06-30","CZ","69","pc","125","702.82"
"2025-06-30","CZ","39","mobile","15364","74568.34"
"2025-06-30","CZ","57","mobile","50","328.36"
"2025-06-30","CZ","12","mobile","53","474.91"
"2025-06-16","CZ","7","tablet","4","13.6"
"2025-06-12","CZ","23","mobile","2388","14418.3"
"2025-06-15","CZ","39","mobile","8194","35683.71"
"2025-06-28","CZ","70","pc","45","341.85"
"2025-06-17","CZ","32","tablet","3","7.9"
"2025-06-10","CZ","20","tablet","8","48.26"
"2025-06-10","CZ","42","mobile","4","34.22"
"2025-07-06","CZ","42","pc","1","20.4"
"2025-06-24","CZ","67","mobile","1993","12933.28"
"2025-06-23","CZ","22","mobile","19130","123219.14"
"2025-06-23","CZ","22","pc","5216","36621.9"
"2025-06-23","CZ","27","pc","4109","26116.71"
"2025-06-23","CZ","6","tablet","68","485.73"
"2025-06-23","CZ","20","mobile","949","5722.49"
"2025-06-23","CZ","26","mobile","1916","10740.28"
"2025-06-23","CZ","30","pc","220","1622.38"
"2025-06-23","CZ","18","pc","38","374.59"
"2025-06-23","CZ","27","tablet","154","1018.89"
"2025-06-23","CZ","22","tablet","136","1002.61"
"2025-06-23","CZ","9","mobile","349","2924.92"
"2025-06-23","CZ","64","pc","30","198.74"
"2025-06-24","CZ","39","mobile","12721","55078.3"
"2025-06-24","CZ","39","pc","1197","4889.79"
"2025-06-24","CZ","39","tablet","34","175.58"
"2025-06-23","CZ","39","mobile","13428","62219.37"
"2025-06-23","CZ","20","tablet","3","20.72"
"2025-06-23","CZ","44","mobile","9","59.78"
"2025-06-23","CZ","52","pc","17","113.6"
"2025-06-23","CZ","42","pc","7","66.34"
"2025-06-19","CZ","5","mobile","14281","89460.8"
"2025-06-19","CZ","66","tablet","2","20.4"
"2025-06-19","CZ","57","mobile","57","301.96"
"2025-06-19","CZ","32","mobile","122","625.45"
"2025-06-19","CZ","67","tablet","32","216.51"
"2025-06-19","CZ","29","tablet","53","310.45"
"2025-06-19","CZ","65","mobile","93","524.8"
"2025-06-19","CZ","68","tablet","8","76.02"
"2025-06-19","CZ","17","tablet","3","25.04"
"2025-06-19","CZ","11","tablet","8","54.43"
"2025-06-19","CZ","16","pc","3","17.42"
"2025-06-19","CZ","23","tablet","19","194.03"
"2025-06-24","CZ","23","pc","1008","6812.08"
"2025-06-24","CZ","26","pc","1272","7728.86"
"2025-06-24","CZ","33","pc","1480","9015.93"
"2025-06-24","CZ","66","mobile","179","1077.2"
"2025-06-24","CZ","5","pc","619","4535.31"
"2025-06-24","CZ","11","mobile","330","2333.83"
"2025-06-24","CZ","18","pc","57","429.15"
"2025-06-24","CZ","38","pc","48","310.78"
"2025-06-24","CZ","42","pc","20","151.52"
"2025-06-24","CZ","31","tablet","40","201.83"
"2025-06-24","CZ","12","pc","7","29.78"
"2025-06-24","CZ","17","pc","74","413.93"
"2025-06-24","CZ","69","tablet","2","11.8"
"2025-06-24","CZ","38","mobile","32","230.41"
"2025-06-24","CZ","35","pc","2","19.92"
"2025-06-24","CZ","52","pc","9","60.2"
"2025-06-15","CZ","17","tablet","7","48.9"
"2025-06-15","CZ","12","pc","2","15.7"
"2025-06-14","CZ","26","tablet","65","389"
"2025-06-14","CZ","17","pc","21","136.59"
"2025-06-01","CZ","9","mobile","393","3000.62"
"2025-06-01","CZ","34","pc","5749","11909.11"
"2025-06-01","CZ","35","mobile","261","1274.68"
"2025-06-01","CZ","27","pc","4069","22651.19"
"2025-06-01","CZ","23","mobile","3527","21099.99"
"2025-06-01","CZ","27","tablet","257","1683.33"
"2025-06-01","CZ","66","mobile","390","2190.06"
"2025-06-01","CZ","57","mobile","55","303.71"
"2025-06-01","CZ","26","tablet","74","314.62"
"2025-06-01","CZ","38","pc","16","54.69"
"2025-06-01","CZ","66","pc","98","525.55"
"2025-07-12","CZ","39","mobile","17821","93958.64"
"2025-07-12","CZ","33","mobile","3561","20920.27"
"2025-07-12","CZ","17","mobile","1414","11916.64"
"2025-07-12","CZ","5","pc","841","5920.72"
"2025-07-12","CZ","6","pc","590","4294.8"
"2025-07-12","CZ","61","pc","1008","6512.89"
"2025-07-12","CZ","29","tablet","146","947.31"
"2025-07-12","CZ","71","pc","509","2237.99"
"2025-07-12","CZ","20","tablet","4","28.44"
"2025-07-12","CZ","57","mobile","44","303.54"
"2025-07-12","CZ","16","mobile","59","672.21"
"2025-07-17","CZ","23","pc","1344","9400.76"
"2025-07-17","CZ","58","mobile","2276","20106.85"
"2025-07-17","CZ","52","mobile","880","5862.35"
"2025-07-17","CZ","39","pc","1141","5533.86"
"2025-07-17","CZ","33","pc","1497","8508.52"
"2025-07-17","CZ","69","pc","153","1044.93"
"2025-07-17","CZ","20","pc","268","1673.86"
"2025-07-17","CZ","22","tablet","86","589.21"
"2025-07-17","CZ","12","mobile","138","960.83"
"2025-07-17","CZ","32","mobile","106","789.71"
"2025-07-17","CZ","34","tablet","72","368.48"
"2025-07-17","CZ","25","tablet","37","321.06"
"2025-07-17","CZ","10","pc","31","533.38"
"2025-07-14","CZ","5","mobile","19116","132247.59"
"2025-07-14","CZ","22","pc","6174","44645.78"
"2025-07-14","CZ","23","pc","1410","10164.93"
"2025-07-14","CZ","62","pc","423","2929.86"
"2025-07-14","CZ","61","pc","1317","8837.59"
"2025-07-14","CZ","26","mobile","2133","12301.41"
"2025-07-14","CZ","33","pc","1683","10628.74"
"2025-07-14","CZ","29","pc","1256","7305.81"
"2025-07-14","CZ","32","tablet","9","81.9"
"2025-07-14","CZ","30","pc","265","1796.14"
"2025-07-14","CZ","16","pc","31","265.81"
"2025-07-14","CZ","20","pc","217","1303.51"
"2025-07-14","CZ","10","mobile","426","3659.17"
"2025-07-14","CZ","35","mobile","238","1221.12"
"2025-07-14","CZ","18","pc","49","372.13"
"2025-07-14","CZ","6","tablet","53","348.18"
"2025-07-14","CZ","38","mobile","89","531.32"
"2025-07-14","CZ","45","pc","7","41.04"
"2025-07-14","CZ","38","pc","49","344.23"
"2025-07-14","CZ","57","tablet","3","8.8"
"2025-07-22","CZ","31","pc","4979","25959.66"
"2025-07-22","CZ","5","mobile","16117","94966.61"
"2025-07-22","CZ","22","pc","5688","34974.78"
"2025-07-22","CZ","28","mobile","2021","12645.1"
"2025-07-22","CZ","20","mobile","725","3990.93"
"2025-07-22","CZ","18","mobile","175","1278.07"
"2025-07-22","CZ","30","pc","191","985.09"
"2025-07-22","CZ","25","mobile","161","1139.7"
"2025-07-22","CZ","69","pc","177","1087.05"
"2025-07-22","CZ","62","pc","240","1348.41"
"2025-07-22","CZ","27","tablet","188","981.12"
"2025-07-22","CZ","53","pc","28","153.09"
"2025-07-23","CZ","27","mobile","5722","32101.22"
"2025-07-23","CZ","61","pc","1371","8534.05"
"2025-07-23","CZ","17","mobile","451","2914.59"
"2025-07-23","CZ","17","pc","93","540.02"
"2025-07-23","CZ","30","mobile","354","2193.62"
"2025-07-23","CZ","5","tablet","97","605.1"
"2025-07-23","CZ","67","pc","260","2184.01"
"2025-07-23","CZ","16","mobile","31","250.86"
"2025-07-23","CZ","52","mobile","151","862.91"
"2025-07-23","CZ","69","mobile","169","883.99"
"2025-07-23","CZ","23","tablet","78","606.17"
"2025-07-23","CZ","53","mobile","31","225.82"
"2025-07-24","CZ","27","mobile","6260","37015.3"
"2025-07-24","CZ","22","mobile","20860","127702.05"
"2025-07-24","CZ","6","mobile","10748","67423.99"
"2025-07-24","CZ","31","pc","4821","27060.25"
"2025-07-24","CZ","28","mobile","1898","11624.17"
"2025-07-24","CZ","32","mobile","134","619.58"
"2025-07-24","CZ","18","pc","48","366.6"
"2025-07-24","CZ","52","mobile","258","1409.85"
"2025-07-24","CZ","30","pc","225","1635.77"
"2025-07-24","CZ","17","mobile","681","4353.19"
"2025-07-24","CZ","2","pc","5","20.83"
"2025-07-24","CZ","12","mobile","62","368.9"
"2025-07-24","CZ","12","pc","4","24.03"
"2025-07-25","CZ","5","mobile","16796","106609.76"
"2025-07-25","CZ","39","mobile","10652","49371.04"
"2025-07-25","CZ","29","mobile","4878","24205.86"
"2025-07-25","CZ","27","pc","3647","22070.14"
"2025-07-25","CZ","18","pc","132","993.88"
"2025-07-25","CZ","9","mobile","352","2569.82"
"2025-07-25","CZ","20","pc","167","924.92"
"2025-07-25","CZ","69","pc","153","1064.6"
"2025-07-25","CZ","30","pc","288","1824.12"
"2025-07-25","CZ","10","pc","34","207.45"
"2025-07-25","CZ","38","tablet","8","36.8"
"2025-07-25","CZ","37","pc","1","5.6"
"2025-07-26","CZ","33","mobile","3554","17796.19"
"2025-07-26","CZ","20","mobile","844","4821.34"
"2025-07-26","CZ","66","pc","133","888.89"
"2025-07-26","CZ","25","tablet","31","245.99"
"2025-07-26","CZ","27","tablet","238","1265.01"
"2025-07-26","CZ","62","pc","138","907.25"
"2025-07-26","CZ","32","tablet","35","240.03"
"2025-07-26","CZ","58","tablet","21","194.63"
"2025-07-26","CZ","52","mobile","181","1074.18"
"2025-07-26","CZ","43","mobile","25","120.28"
"2025-07-26","CZ","9","pc","9","62.78"
"2025-07-26","CZ","12","pc","21","121"
"2025-07-26","CZ","30","tablet","2","11.8"
"2025-05-20","CZ","67","tablet","2","7.92"
"2025-05-01","CZ","57","mobile","9","56.88"
"2025-05-01","CZ","16","pc","7","37.71"
"2025-05-28","CZ","11","tablet","7","79.13"
"2025-05-28","CZ","42","pc","6","232.95"
"2025-07-29","CZ","27","mobile","6511","36757.73"
"2025-07-29","CZ","5","mobile","18885","114475.93"
"2025-07-29","CZ","69","pc","221","1201.95"
"2025-07-29","CZ","33","mobile","3262","16545.35"
"2025-07-29","CZ","62","pc","265","1988.5"
"2025-07-29","CZ","57","pc","585","3228.68"
"2025-07-29","CZ","35","pc","22","113.71"
"2025-07-29","CZ","23","tablet","29","158.14"
"2025-07-29","CZ","71","tablet","28","89.5"
"2025-07-29","CZ","42","mobile","8","48.06"
"2025-07-29","CZ","28","tablet","105","600.04"
"2025-08-07","CZ","31","pc","4768","21579.5"
"2025-08-07","CZ","5","pc","701","3562.23"
"2025-08-07","CZ","20","mobile","710","3211.27"
"2025-08-07","CZ","39","pc","750","2802.7"
"2025-08-07","CZ","28","tablet","59","244.67"
"2025-08-07","CZ","67","mobile","1801","9205.24"
"2025-08-07","CZ","29","mobile","6057","23806.64"
"2025-08-07","CZ","22","tablet","139","810.2"
"2025-08-07","CZ","6","pc","508","2820.64"
"2025-08-07","CZ","7","pc","31","189.59"
"2025-08-07","CZ","25","mobile","122","693.61"
"2025-08-07","CZ","9","pc","7","58.7"
"2025-08-07","CZ","26","tablet","73","317.98"
"2025-08-07","CZ","7","mobile","43","240.06"
"2025-08-07","CZ","65","mobile","58","271.73"
"2025-08-07","CZ","35","pc","11","63.68"
"2025-08-07","CZ","13","mobile","39","193.14"
"2025-08-07","CZ","9","tablet","9","38.02"
"2025-08-09","CZ","39","mobile","9965","39747.62"
"2025-08-09","CZ","69","pc","114","563.44"
"2025-08-09","CZ","22","mobile","19185","90265.49"
"2025-08-09","CZ","28","tablet","72","268.96"
"2025-08-09","CZ","26","tablet","46","306.18"
"2025-08-09","CZ","10","pc","33","328.23"
"2025-08-09","CZ","35","mobile","41","139.43"
"2025-08-07","CZ","42","pc","12","253.2"
"2025-08-07","CZ","12","tablet","8","32.87"
"2025-08-08","CZ","5","mobile","12096","60577.61"
"2025-08-08","CZ","10","mobile","284","1723.05"
"2025-08-08","CZ","31","pc","4295","18691.72"
"2025-08-08","CZ","9","mobile","455","2700.77"
"2025-08-08","CZ","71","tablet","32","91.77"
"2025-06-23","CZ","34","mobile","4384","20645.49"
"2025-07-12","CZ","10","mobile","501","4127.73"
"2025-07-17","CZ","26","tablet","96","373.73"
"2025-07-24","CZ","69","mobile","216","1180.74"
"2025-07-24","CZ","7","mobile","189","1318.38"
"2025-07-24","CZ","64","pc","96","671.74"
"2025-07-25","CZ","58","mobile","1807","14434.24"
"2025-07-25","CZ","18","mobile","192","1559.12"
"2025-07-26","CZ","67","pc","232","1669.55"
"2025-07-26","CZ","34","tablet","110","1104.05"
"2025-07-29","CZ","25","pc","211","1759.32"
"2025-08-07","CZ","66","pc","119","710.93"
"2025-07-17","CZ","66","tablet","4","38.4"
"2025-07-26","CZ","29","mobile","6058","29959.19"
"2025-08-08","CZ","39","pc","690","2639.96"
"2025-08-08","CZ","58","mobile","1640","10813.19"
"2025-08-08","CZ","67","pc","199","1061.79"
"2025-08-08","CZ","30","mobile","287","1235.81"
"2025-08-08","CZ","18","mobile","210","1431.61"
"2025-08-08","CZ","17","mobile","371","1965.4"
"2025-08-08","CZ","78","mobile","117","555.49"
"2025-08-08","CZ","65","pc","60","171.78"
"2025-08-08","CZ","66","tablet","1","7.56"
"2025-08-10","CZ","34","pc","2849","9085.9"
"2025-08-10","CZ","61","pc","1019","5142.33"
"2025-08-10","CZ","66","mobile","436","1755.97"
"2025-08-10","CZ","29","pc","1052","4575.82"
"2025-08-10","CZ","22","tablet","127","579.09"
"2025-08-10","CZ","71","pc","463","1667.93"
"2025-08-10","CZ","33","pc","1298","5485.55"
"2025-08-10","CZ","28","tablet","54","306.65"
"2025-08-10","CZ","18","mobile","169","834.53"
"2025-08-10","CZ","78","pc","28","123.87"
"2025-08-10","CZ","25","pc","183","1318.49"
"2025-08-10","CZ","57","mobile","43","147.68"
"2025-08-10","CZ","11","pc","5","40.5"
"2025-08-16","CZ","34","pc","10422","9306.34"
"2025-08-16","CZ","5","mobile","10650","67026.08"
"2025-08-16","CZ","9","mobile","489","3249.07"
"2025-08-16","CZ","39","pc","362","1606.17"
"2025-08-16","CZ","5","tablet","46","239.63"
"2025-08-16","CZ","32","mobile","227","1153.83"
"2025-08-16","CZ","66","pc","113","664.86"
"2025-08-16","CZ","61","mobile","4762","26649.15"
"2025-08-16","CZ","25","pc","167","1201.88"
"2025-08-16","CZ","26","pc","1075","5931.41"
"2025-08-16","CZ","28","pc","977","6445.47"
"2025-08-16","CZ","61","pc","837","5301.46"
"2025-08-16","CZ","33","pc","1304","6632.57"
"2025-08-16","CZ","18","pc","32","225.58"
"2025-08-16","CZ","65","pc","57","307.59"
"2025-08-16","CZ","39","tablet","25","167.36"
"2025-08-16","CZ","25","mobile","218","1545.72"
"2025-08-16","CZ","64","pc","77","480.4"
"2025-08-16","CZ","35","tablet","2","12.18"
"2025-08-16","CZ","11","pc","15","144.19"
"2025-08-16","CZ","10","pc","31","427.06"
"2025-08-13","CZ","31","mobile","7384","33769.95"
"2025-08-13","CZ","5","pc","580","3080.71"
"2025-08-13","CZ","22","mobile","15449","79575.86"
"2025-08-13","CZ","58","mobile","1576","10876.62"
"2025-08-13","CZ","7","pc","8","33.17"
"2025-08-13","CZ","42","mobile","38","307.55"
"2025-08-13","CZ","52","pc","6","37.18"
"2025-08-13","CZ","42","pc","4","83.04"
"2025-07-31","CZ","13","mobile","117","613.06"
"2025-07-31","CZ","43","pc","937","5832.61"
"2025-07-31","CZ","33","mobile","2655","13649.79"
"2025-07-31","CZ","57","pc","533","2854.58"
"2025-07-31","CZ","29","tablet","88","499.03"
"2025-07-31","CZ","67","tablet","7","54.76"
"2025-07-31","CZ","33","tablet","131","650.39"
"2025-07-31","CZ","17","pc","26","179.26"
"2025-07-31","CZ","64","pc","25","140.31"
"2025-07-31","CZ","18","tablet","23","116.55"
"2025-07-30","CZ","35","mobile","42","197.35"
"2025-07-30","CZ","34","pc","3362","9532.83"
"2025-07-30","CZ","27","pc","3380","18767.39"
"2025-07-30","CZ","71","pc","729","2727.62"
"2025-07-30","CZ","31","tablet","39","195.04"
"2025-07-30","CZ","26","mobile","2001","10141.08"
"2025-07-30","CZ","28","mobile","1449","8325.27"
"2025-07-30","CZ","12","mobile","549","3339.27"
"2025-07-30","CZ","57","pc","393","2174.65"
"2025-07-30","CZ","28","pc","1277","7718.24"
"2025-07-30","CZ","39","tablet","39","178.25"
"2025-07-30","CZ","22","tablet","141","960.96"
"2025-07-30","CZ","61","tablet","41","205.95"
"2025-07-30","CZ","25","tablet","4","18.63"
"2025-07-30","CZ","11","pc","1","8.9"
"2025-07-30","CZ","17","tablet","8","52.6"
"2025-07-30","CZ","53","tablet","1","9.2"
"2025-07-30","CZ","32","tablet","9","57.47"
"2025-07-30","CZ","10","tablet","4","55.08"
"2025-07-30","CZ","44","tablet","1","10.9"
"2025-08-02","CZ","28","mobile","2247","12069.15"
"2025-08-02","CZ","57","pc","501","2257.95"
"2025-08-02","CZ","65","pc","74","370.05"
"2025-08-02","CZ","25","pc","209","1621.93"
"2025-08-02","CZ","5","tablet","107","594.22"
"2025-08-02","CZ","57","mobile","57","393.67"
"2025-08-02","CZ","43","mobile","27","153.93"
"2025-08-04","CZ","61","mobile","4637","24759.8"
"2025-08-04","CZ","33","mobile","3673","16654.28"
"2025-08-04","CZ","5","mobile","18815","109498.62"
"2025-08-04","CZ","67","pc","307","2234.72"
"2025-08-04","CZ","9","mobile","327","1806.67"
"2025-08-04","CZ","33","tablet","78","392.15"
"2025-08-04","CZ","69","pc","214","1217.02"
"2025-08-04","CZ","44","mobile","43","262.39"
"2025-08-04","CZ","31","tablet","59","298.82"
"2025-08-04","CZ","10","pc","31","337.96"
"2025-08-04","CZ","62","mobile","7","53.78"
"2025-08-04","CZ","16","pc","12","72.83"
"2025-08-04","CZ","9","tablet","4","34.33"
"2025-08-03","CZ","5","mobile","21672","131968.38"
"2025-08-03","CZ","31","pc","4944","27543.19"
"2025-08-03","CZ","26","mobile","2853","14630.93"
"2025-08-03","CZ","10","mobile","692","4187.05"
"2025-08-03","CZ","71","mobile","1605","6070.35"
"2025-08-03","CZ","28","pc","1536","8869.54"
"2025-08-03","CZ","26","tablet","81","575.23"
"2025-08-03","CZ","17","pc","47","208.29"
"2025-08-03","CZ","29","tablet","155","696.48"
"2025-08-03","CZ","53","mobile","12","93.89"
"2025-08-03","CZ","11","pc","5","25.89"
"2025-08-05","CZ","6","mobile","9594","55453.13"
"2025-08-05","CZ","29","pc","1494","6686.72"
"2025-08-05","CZ","61","pc","1523","8074.15"
"2025-08-05","CZ","67","pc","232","1566.34"
"2025-08-05","CZ","25","pc","361","2320.08"
"2025-08-05","CZ","7","mobile","65","368.61"
"2025-08-05","CZ","18","tablet","20","113.48"
"2025-08-05","CZ","17","pc","44","217.36"
"2025-08-05","CZ","67","tablet","14","132.07"
"2025-08-05","CZ","11","pc","5","38.81"
"2025-08-16","CZ","52","pc","1","4.55"
"2025-08-17","CZ","27","pc","3944","22905.18"
"2025-08-17","CZ","33","mobile","4140","21425.68"
"2025-08-17","CZ","6","mobile","8610","56102.49"
"2025-08-17","CZ","22","pc","4418","29142.49"
"2025-08-17","CZ","26","tablet","60","341.46"
"2025-08-17","CZ","58","pc","423","3824.16"
"2025-08-17","CZ","25","mobile","204","1525"
"2025-08-17","CZ","7","mobile","156","1020.68"
"2025-08-17","CZ","25","tablet","32","212.69"
"2025-08-17","CZ","23","tablet","54","572.2"
"2025-08-19","CZ","31","pc","5449","31935.66"
"2025-08-19","CZ","61","mobile","4426","27358.43"
"2025-08-19","CZ","31","mobile","8213","45549.34"
"2025-08-19","CZ","71","pc","717","2649.63"
"2025-08-19","CZ","28","pc","1398","8658.03"
"2025-08-19","CZ","12","mobile","145","1061.96"
"2025-08-19","CZ","67","pc","171","1268.48"
"2025-08-19","CZ","10","pc","24","245.52"
"2025-08-19","CZ","58","tablet","5","55.78"
"2025-08-21","CZ","31","mobile","8710","47196.28"
"2025-08-21","CZ","62","pc","197","1222.71"
"2025-08-21","CZ","29","mobile","4628","23116.22"
"2025-08-21","CZ","43","pc","939","6452.63"
"2025-08-21","CZ","69","mobile","205","1211.79"
"2025-08-21","CZ","65","mobile","61","387.03"
"2025-08-21","CZ","26","pc","1293","6931.78"
"2025-08-21","CZ","57","pc","474","2684.76"
"2025-08-21","CZ","11","pc","3","15.9"
"2025-08-21","CZ","66","mobile","333","1892.63"
"2025-08-21","CZ","78","mobile","162","1407.09"
"2025-08-21","CZ","58","mobile","3129","26143.98"
"2025-08-21","CZ","68","pc","15","108.01"
"2025-08-21","CZ","44","mobile","29","199.95"
"2025-08-21","CZ","12","pc","6","50.67"
"2025-08-21","CZ","13","tablet","2","8.64"
"2025-08-24","CZ","6","pc","555","4362.92"
"2025-08-24","CZ","52","mobile","261","1482.81"
"2025-08-24","CZ","33","pc","1620","8504.95"
"2025-08-24","CZ","26","mobile","1703","9223.16"
"2025-08-24","CZ","38","mobile","598","5904.2"
"2025-08-24","CZ","32","pc","184","869.32"
"2025-08-24","CZ","9","tablet","14","101.4"
"2025-08-24","CZ","65","pc","105","702.74"
"2025-08-24","CZ","44","mobile","82","576.82"
"2025-08-24","CZ","11","mobile","491","2905.74"
"2025-08-24","CZ","13","pc","4","23.68"
"2025-08-25","CZ","22","pc","6256","40689.43"
"2025-08-25","CZ","27","pc","4687","27635.26"
"2025-08-25","CZ","39","pc","1183","5148.45"
"2025-08-25","CZ","28","pc","1734","10042.77"
"2025-08-25","CZ","5","pc","540","3834.7"
"2025-08-25","CZ","10","mobile","379","2667.34"
"2025-08-25","CZ","25","mobile","146","1121.13"
"2025-08-25","CZ","12","mobile","151","1130.04"
"2025-08-25","CZ","32","pc","155","971.21"
"2025-08-25","CZ","38","mobile","183","1785.76"
"2025-08-25","CZ","43","mobile","30","232.28"
"2025-08-25","CZ","18","pc","49","335.41"
"2025-08-25","CZ","18","tablet","17","146.75"
"2025-05-09","CZ","57","mobile","32","144.86"
"2025-10-04","CZ","39","mobile","14025","67256.16"
"2025-10-04","CZ","34","pc","45552","11652.56"
"2025-10-04","CZ","5","mobile","16019","97589.21"
"2025-10-04","CZ","64","pc","52","400.8"
"2025-10-04","CZ","20","mobile","703","3775.33"
"2025-10-04","CZ","23","pc","1090","6277.68"
"2025-10-04","CZ","27","tablet","363","1926.42"
"2025-10-04","CZ","31","tablet","109","639.24"
"2025-10-04","CZ","28","tablet","136","709.62"
"2025-10-04","CZ","16","mobile","6","60.77"
"2025-10-04","CZ","32","tablet","29","144.49"
"2025-10-04","CZ","18","mobile","130","876.92"
"2025-10-04","CZ","39","tablet","40","169.46"
"2025-10-03","CZ","39","mobile","9193","41875.84"
"2025-10-03","CZ","29","mobile","4821","21476.14"
"2025-10-03","CZ","39","tablet","35","203.75"
"2025-10-03","CZ","30","mobile","126","742.05"
"2025-10-03","CZ","10","mobile","282","1714.4"
"2025-10-03","CZ","58","tablet","22","117.9"
"2025-10-03","CZ","68","pc","1","27"
"2025-10-03","CZ","6","tablet","75","402.76"
"2025-10-03","CZ","11","pc","5","38.6"
"2025-08-01","CZ","5","pc","731","4557.48"
"2025-08-01","CZ","34","pc","2956","10485.16"
"2025-08-01","CZ","66","mobile","301","1606.44"
"2025-08-01","CZ","34","mobile","4345","21493.6"
"2025-08-01","CZ","27","tablet","227","1299.84"
"2025-08-01","CZ","70","pc","22","110.72"
"2025-08-01","CZ","67","pc","176","1337.23"
"2025-08-01","CZ","20","pc","155","762.68"
"2025-08-01","CZ","44","mobile","44","345.12"
"2025-08-01","CZ","39","tablet","39","221.89"
"2025-08-01","CZ","6","tablet","37","205.79"
"2025-08-01","CZ","10","pc","60","767.3"
"2025-08-01","CZ","25","mobile","132","952.44"
"2025-08-01","CZ","23","tablet","45","259.26"
"2025-08-01","CZ","43","mobile","56","404.73"
"2025-08-01","CZ","20","tablet","5","21.75"
"2025-08-02","CZ","9","pc","6","33"
"2025-10-04","CZ","20","tablet","7","50.59"
"2025-10-04","CZ","57","tablet","2","11.28"
"2025-10-04","CZ","52","pc","2","11.87"
"2025-08-26","CZ","31","pc","5617","31566.39"
"2025-08-26","CZ","58","pc","838","6481.38"
"2025-08-26","CZ","22","pc","5263","35002.64"
"2025-08-26","CZ","26","pc","1302","7266.55"
