"date","country","channel_id","currency","spend"
"2025-05-27","SK","23","EUR","308.240490843"
"2025-05-27","IT","23","EUR","27.227151873"
"2025-05-27","GR","29","EUR","0"
"2025-05-26","RO","4","RON","682.40907"
"2025-05-27","RO","52","RON","330.697281213"
"2025-05-27","CZ","18","CZK","3796.776542556"
"2025-05-27","SK","52","EUR","228.452317407"
"2025-05-27","SK","18","EUR","408.657540402"
"2025-05-13","CZ","37","CZK","27546.45678"
"2025-05-04","HU","2","HUF","75299.229"
"2025-05-04","CZ","11","CZK","5318.93349"
"2025-05-04","HR","2","EUR","254.63025"
"2025-05-04","GR","5","EUR","274.40154"
"2025-05-04","SK","3","EUR","110.35404"
"2025-05-04","HR","4","EUR","227.49822"
"2025-05-04","GR","9","EUR","62.96571"
"2025-05-04","CZ","6","CZK","142236.74295"
"2025-05-04","IT","9","EUR","19.74276"
"2025-05-05","CZ","27","CZK","170914.1004"
"2025-05-06","SK","22","EUR","8214.590293533"
"2025-05-06","HR","22","EUR","2680.355027295"
"2025-05-06","SI","22","EUR","1599.857421012"
"2025-05-05","SK","2","EUR","349.97751"
"2025-05-06","HR","52","EUR","391.903389198"
"2025-05-05","CZ","2","CZK","27475.90209"
"2025-05-05","HR","9","EUR","159.02622"
"2025-05-05","BG","2","EUR","139.050165524"
"2025-05-05","CZ","44","CZK","2118.29544"
"2025-05-06","SK","39","EUR","1868.425454736"
"2025-05-05","RO","3","RON","1743.26859"
"2025-05-05","IT","5","EUR","678.7287"
"2025-05-05","SK","6","EUR","2867.57883"
"2025-05-05","SK","17","EUR","372.874184469"
"2025-05-04","CZ","25","CZK","11490.48603"
"2025-05-05","SK","9","EUR","227.12733"
"2025-05-06","CZ","52","CZK","5635.012390074"
"2025-05-06","SK","36","EUR","230.588044677"
"2025-05-05","CZ","61","CZK","164799.269069585"
"2025-05-05","RO","11","RON","364.12839"
"2025-05-06","BG","61","BGN","321.20619744"
"2025-05-06","HR","43","EUR","2.45358"
"2025-05-05","IT","23","EUR","37.903126374"
"2025-05-07","SK","22","EUR","8823.544673211"
"2025-05-07","CZ","58","CZK","52884.514927917"
"2025-05-07","HR","23","EUR","222.514191621"
"2025-05-07","CZ","29","CZK","81387.67365"
"2025-05-06","BG","6","EUR","163.963609278"
"2025-05-06","CZ","6","CZK","133930.80405"
"2025-05-06","RO","11","RON","363.24396"
"2025-05-07","PL","23","PLN","367.146581553"
"2025-05-07","PL","29","PLN","4609.121355"
"2025-05-07","CZ","23","CZK","12630.212709417"
"2025-05-07","HU","46","HUF","341148.633628977"
"2025-05-07","PL","18","PLN","138.177220662"
"2025-05-07","HR","17","EUR","238.066120008"
"2025-05-05","CZ","37","CZK","13340.42829"
"2025-05-07","UK","29","GBP","0"
"2025-05-07","HU","58","HUF","57656.011325787"
"2025-05-07","SK","52","EUR","213.474187233"
"2025-05-07","RO","36","RON","2381.070077775"
"2025-05-07","CZ","9","CZK","9948.38247"
"2025-05-07","PL","9","PLN","305.38512"
"2025-05-07","IT","5","EUR","672.10974"
"2025-05-07","IT","6","EUR","363.4722"
"2025-05-07","BG","5","EUR","493.697784514"
"2025-05-07","HU","6","HUF","668312.397"
"2025-05-08","CZ","20","CZK","25313.372579682"
"2025-05-07","CZ","6","CZK","128580.11667"
"2025-05-08","RO","23","RON","4711.450222683"
"2025-05-08","SK","43","EUR","55.20555"
"2025-05-08","PL","46","PLN","568.422613224"
"2025-05-07","CZ","43","CZK","1082.5269138"
"2025-05-08","PL","23","PLN","449.822116521"
"2025-05-08","GR","29","EUR","0"
"2025-05-08","IT","29","EUR","115.643502"
"2025-05-08","HU","17","HUF","31175.594768574"
"2025-05-07","BG","61","BGN","343.45143766"
"2025-05-08","GR","23","EUR","1.752763374"
"2025-05-08","CZ","27","CZK","156048.94332"
"2025-05-08","HU","3","HUF","93358.719"
"2025-05-08","PL","61","PLN","1602.578315908"
"2025-05-08","IT","2","EUR","89.24184"
"2025-05-08","HU","5","HUF","1571983.029"
"2025-05-09","CZ","39","CZK","130469.386995783"
"2025-05-08","SK","6","EUR","2908.6335"
"2025-05-08","SK","5","EUR","4246.06284"
"2025-05-09","HU","23","HUF","75910.884000948"
"2025-05-08","PL","11","PLN","127.50057"
"2025-05-09","CZ","58","CZK","93550.581215811"
"2025-05-09","IT","17","EUR","0.081635742"
"2025-05-09","RO","58","RON","6391.343143701"
"2025-05-09","CZ","23","CZK","13355.931300849"
"2025-05-31","CZ","22","CZK","492742.63123182"
"2025-05-06","RO","36","RON","1737.763558173"
"2025-05-07","HU","29","HUF","225251.4825"
"2025-05-07","SK","20","EUR","384.225683751"
"2025-05-08","RO","9","RON","4533.73083"
"2025-05-08","HR","5","EUR","1252.26729"
"2025-05-09","BG","46","BGN","5.771002752"
"2025-05-09","SI","29","EUR","0"
"2025-05-09","SI","23","EUR","43.560693846"
"2025-05-08","IT","11","EUR","24.8211"
"2025-05-08","GR","9","EUR","54.34965"
"2025-05-09","SI","46","EUR","23.149909602"
"2025-05-09","HR","43","EUR","4.8501"
"2025-05-09","SK","17","EUR","391.905363474"
"2025-05-09","SK","52","EUR","154.911164067"
"2025-05-09","SK","9","EUR","228.86766"
"2025-05-09","HU","3","HUF","103461.192"
"2025-05-09","SK","61","EUR","547.147548538"
"2025-05-10","SK","39","EUR","1906.419531897"
"2025-05-10","PL","22","PLN","9655.229781504"
"2025-05-09","SI","2","EUR","69.27084"
"2025-05-09","IT","6","EUR","408.63519"
"2025-05-10","RO","39","RON","9887.395817628"
"2025-05-09","SK","11","EUR","119.79747"
"2025-05-09","CZ","36","CZK","21674.8338534"
"2025-05-10","RO","23","RON","5033.793297942"
"2025-05-10","SK","58","EUR","1764.789704784"
"2025-05-10","SI","23","EUR","32.958680517"
"2025-05-09","SI","61","EUR","313.793258099"
"2025-05-10","HU","17","HUF","35050.86005148"
"2025-05-08","RO","52","RON","479.218949217"
"2025-05-05","PL","58","PLN","2337.04713231"
"2025-05-05","RO","17","RON","7172.930051298"
"2025-05-10","RO","9","RON","4268.51595"
"2025-05-10","CZ","2","CZK","26342.34813"
"2025-05-10","SK","11","EUR","119.74041"
"2025-05-10","RO","11","RON","407.4084"
"2025-05-10","HR","6","EUR","295.62786"
"2025-05-11","CZ","20","CZK","32537.272038021"
"2025-05-10","PL","6","PLN","3425.8824"
"2025-05-11","SK","20","EUR","734.220602757"
"2025-05-11","BG","29","BGN","0"
"2025-05-11","SK","52","EUR","324.030778821"
"2025-05-11","SI","61","EUR","313.884437314"
"2025-05-11","IT","23","EUR","44.883627093"
"2025-05-11","RO","38","RON","724.530995946"
"2025-05-10","HU","36","HUF","294784.123411728"
"2025-05-11","CZ","17","CZK","13203.181994679"
"2025-05-11","BG","2","EUR","127.057965775"
"2025-05-11","CZ","2","CZK","29499.27822"
"2025-05-11","HU","3","HUF","105823.476"
"2025-05-11","SK","3","EUR","112.20849"
"2025-05-11","UK","23","GBP","4.2795"
"2025-05-11","SK","62","EUR","14.15088"
"2025-05-12","HR","22","EUR","3538.782639792"
"2025-05-12","SK","22","EUR","13691.83740687"
"2025-05-11","PL","6","PLN","4049.09172"
"2025-05-11","RO","5","RON","27593.50275"
"2025-05-11","RO","52","RON","472.183171623"
"2025-05-12","HU","29","HUF","208719.774"
"2025-05-12","BG","29","BGN","0"
"2025-05-12","HU","17","HUF","97964.333501607"
"2025-05-11","RO","11","RON","431.71596"
"2025-05-12","SK","62","EUR","38.17314"
"2025-05-12","SI","2","EUR","71.09676"
"2025-05-12","BG","2","EUR","127.893923018"
"2025-05-12","SK","9","EUR","219.79512"
"2025-05-12","BG","52","BGN","96.739706592"
"2025-05-12","HU","5","HUF","1691609.319"
"2025-05-12","HU","6","HUF","741566.025"
"2025-05-12","RO","3","RON","927.65295"
"2025-05-12","SK","6","EUR","2971.88451"
"2025-05-13","SK","62","EUR","37.43136"
"2025-05-10","CZ","37","CZK","13397.48829"
"2025-05-12","UK","23","GBP","0.8559"
"2025-05-12","PL","11","PLN","148.21335"
"2025-05-13","PL","29","PLN","4290.65523"
"2025-05-12","SE","23","SEK","0"
"2025-05-12","RO","61","RON","804.720746715"
"2025-05-13","RO","23","RON","4748.774053113"
"2025-05-13","HU","52","HUF","1415.027818818"
"2025-05-12","SK","36","EUR","225.498595095"
"2025-05-13","BG","9","EUR","113.545317895"
"2025-05-13","SI","2","EUR","70.86852"
"2025-05-13","SK","3","EUR","100.56825"
"2025-05-13","GR","9","EUR","57.74472"
"2025-05-14","PL","39","PLN","865.990464723"
"2025-05-13","SK","2","EUR","383.1579"
"2025-05-13","HR","9","EUR","110.4111"
"2025-05-14","CZ","29","CZK","87789.3777"
"2025-05-13","RO","11","RON","335.5128"
"2025-05-13","CZ","26","CZK","61868.76003"
"2025-05-13","HR","4","EUR","234.48807"
"2025-05-14","RO","58","RON","14849.325600408"
"2025-05-14","BG","52","BGN","49.011527232"
"2025-05-14","CZ","20","CZK","15749.989743861"
"2025-05-14","RO","23","RON","4970.726805717"
"2025-05-14","HU","3","HUF","92776.707"
"2025-05-10","HR","43","EUR","12.66732"
"2025-05-13","HR","43","EUR","7.93134"
"2025-05-14","BG","9","EUR","114.333404135"
"2025-05-14","SK","9","EUR","218.51127"
"2025-05-14","CZ","52","CZK","5226.984794925"
"2025-05-15","HU","29","HUF","302586.327"
"2025-05-15","GR","22","EUR","815.204377197"
"2025-05-15","SI","22","EUR","1151.333131338"
"2025-05-15","HU","22","HUF","2371072.6284581"
"2025-05-14","RO","11","RON","337.13901"
"2025-05-15","RO","39","RON","10938.101188239"
"2025-05-14","RO","6","RON","14785.24455"
"2025-05-14","BG","5","EUR","608.829561972"
"2025-05-15","BG","61","BGN","336.044023062"
"2025-05-15","RO","23","RON","4485.031181316"
"2025-05-14","SK","17","EUR","782.681535225"
"2025-05-14","SI","6","EUR","126.75879"
"2025-05-15","SK","62","EUR","82.33758"
"2025-05-15","RO","58","RON","12393.216458703"
"2025-05-15","HU","46","HUF","196048.522260729"
"2025-05-12","PL","17","PLN","8311.10351472"
"2025-05-12","HR","17","EUR","766.298020104"
"2025-05-14","PL","18","PLN","517.010163813"
"2025-05-14","RO","38","RON","2697.305670315"
"2025-05-15","HR","52","EUR","398.795503977"
"2025-05-16","HR","22","EUR","3200.977380114"
"2025-05-16","IT","22","EUR","131.829757848"
"2025-05-16","RO","39","RON","7190.635618089"
"2025-05-16","PL","22","PLN","5409.674219169"
"2025-05-15","HU","9","HUF","156401.46"
"2025-05-15","SK","6","EUR","2844.49806"
"2025-05-15","SI","5","EUR","392.40162"
"2025-05-15","SI","6","EUR","123.16401"
"2025-05-15","SK","5","EUR","3380.66235"
"2025-05-16","SK","23","EUR","233.069432868"
"2025-05-16","IT","23","EUR","36.266868108"
"2025-05-14","HR","36","EUR","119.699660601"
"2025-05-16","SK","62","EUR","86.4459"
"2025-05-14","HR","18","EUR","809.715738708"
"2025-05-16","HU","23","HUF","87053.6531925"
"2025-05-16","HU","52","HUF","954.29004156"
"2025-05-15","HU","36","HUF","263274.969038337"
"2025-05-16","HU","36","HUF","257852.955574197"
"2025-05-14","CZ","37","CZK","13811.91507"
"2025-05-16","HR","17","EUR","785.873331828"
"2025-05-16","PL","17","PLN","4603.202458434"
"2025-05-16","HR","52","EUR","463.531780071"
"2025-05-16","CZ","18","CZK","2981.427649497"
"2025-05-16","CZ","27","CZK","141336.59292"
"2025-05-16","HR","2","EUR","172.26414"
"2025-05-16","HU","5","HUF","1654038.162"
"2025-05-16","RO","5","RON","24131.50137"
"2025-05-16","HR","9","EUR","117.20124"
"2025-05-17","CZ","22","CZK","658544.357247624"
"2025-05-17","HR","22","EUR","3511.220112063"
"2025-05-17","CZ","39","CZK","28723.716212184"
"2025-05-17","RO","39","RON","434.967327243"
"2025-05-17","GR","22","EUR","522.270365445"
"2025-05-16","GR","5","EUR","230.49387"
"2025-05-16","BG","5","EUR","586.03310496"
"2025-05-16","PL","52","PLN","686.002882833"
"2025-05-17","SI","23","EUR","42.144441822"
"2025-05-17","RO","17","RON","4858.52445252"
"2025-05-17","PL","18","PLN","336.326518395"
"2025-05-17","HR","43","EUR","10.92699"
"2025-05-17","HR","18","EUR","1141.823223585"
"2025-05-16","RO","11","RON","343.47267"
"2025-05-17","GR","29","EUR","0"
"2025-05-17","PL","38","PLN","1182.4689303"
"2025-05-17","SK","2","EUR","386.2962"
"2025-05-17","HU","2","HUF","63091.242"
"2025-05-17","PL","11","PLN","137.20077"
"2025-05-17","SK","9","EUR","224.58816"
"2025-05-18","HU","22","HUF","3787553.39202696"
"2025-05-17","HR","5","EUR","1504.84338"
"2025-05-18","SK","39","EUR","147.587167854"
"2025-05-18","IT","39","EUR","4.10832"
"2025-05-18","IT","23","EUR","29.469823848"
"2025-05-18","BG","23","BGN","30.559179132"
"2025-05-18","HU","23","HUF","129314.846984031"
"2025-05-17","SI","2","EUR","79.37046"
"2025-05-17","BG","23","BGN","49.315451616"
"2025-05-17","HU","61","HUF","99691.062995098"
"2025-05-17","SK","36","EUR","223.831863936"
"2025-05-18","SK","18","EUR","316.650972222"
"2025-05-17","SI","6","EUR","101.90916"
"2025-05-18","HU","17","HUF","142961.447696499"
"2025-05-17","BG","61","BGN","383.91848"
"2025-05-18","PL","2","PLN","371.20383"
"2025-05-18","HR","2","EUR","194.03253"
"2025-05-18","CZ","9","CZK","9647.90451"
"2025-05-18","SI","52","EUR","38.068820055"
"2025-05-19","HR","29","EUR","1018.637973"
"2025-05-19","SK","62","EUR","84.30615"
"2025-05-18","CZ","44","CZK","1764.46638"
"2025-05-18","CZ","45","CZK","389.54862"
"2025-05-18","CZ","61","CZK","101142.566092342"
"2025-05-18","SI","46","EUR","33.933484998"
"2025-05-19","HR","52","EUR","423.382854834"
"2025-05-18","HR","18","EUR","1176.691528269"
"2025-05-18","BG","61","BGN","366.391760941"
"2025-05-19","HU","23","HUF","96673.057621911"
"2025-05-19","GR","29","EUR","0"
"2025-05-19","HU","3","HUF","88742.565"
"2025-05-19","CZ","6","CZK","137757.93237"
"2025-05-19","SK","9","EUR","223.21872"
"2025-05-20","RO","39","RON","1308.21755859"
"2025-05-19","HR","6","EUR","361.53216"
"2025-05-19","HU","2","HUF","64226.736"
"2025-05-19","CZ","62","CZK","50253.6272859"
"2025-05-19","HR","9","EUR","107.24427"
"2025-05-17","CZ","25","CZK","9200.21175"
"2025-05-19","HU","11","HUF","27973.665"
"2025-05-20","SK","29","EUR","2770.325766"
"2025-05-20","HU","23","HUF","78339.692888361"
"2025-05-20","PL","29","PLN","4388.59872"
"2025-05-19","CZ","26","CZK","48116.38707"
"2025-05-20","CZ","29","CZK","111428.62245"
"2025-05-20","IT","29","EUR","226.18584"
"2025-05-20","BG","29","BGN","0"
"2025-05-19","BG","61","BGN","408.09404377"
"2025-05-20","SI","29","EUR","0"
"2025-05-20","RO","23","RON","4987.418444838"
"2025-05-20","HR","52","EUR","500.668459407"
"2025-05-20","GR","23","EUR","6.888782475"
"2025-05-20","CZ","27","CZK","133978.76298"
"2025-05-20","HR","2","EUR","171.77913"
"2025-05-20","RO","5","RON","25599.17016"
"2025-05-20","CZ","9","CZK","6509.06244"
"2025-05-20","CZ","44","CZK","1458.88155"
"2025-05-20","SK","2","EUR","387.4374"
"2025-05-20","SI","9","EUR","108.95607"
"2025-05-20","SK","61","EUR","843.265604607"
"2025-05-20","CZ","6","CZK","118661.46246"
"2025-05-21","RO","29","RON","3474.143748"
"2025-05-21","RO","23","RON","4018.181553396"
"2025-05-12","PL","29","PLN","4671.24543"
"2025-05-16","RO","22","RON","40467.917252637"
"2025-05-16","SK","22","EUR","10674.316017864"
"2025-05-18","RO","3","RON","990.33336"
"2025-05-19","SK","39","EUR","1080.277816869"
"2025-05-19","SK","3","EUR","105.44688"
"2025-05-20","RO","61","RON","1117.383716637"
"2025-05-19","HR","4","EUR","268.55289"
"2025-07-21","BG","22","BGN","3396.435676893"
"2025-07-21","SI","22","EUR","1064.7826803"
"2025-07-22","SK","22","EUR","10654.008463719"
"2025-07-22","SI","22","EUR","1229.577132789"
"2025-07-24","PL","22","PLN","8713.116226971"
"2025-07-22","CZ","58","CZK","90469.34325"
"2025-07-23","CZ","22","CZK","719743.925571759"
"2025-07-23","CZ","17","CZK","7082.505200583"
"2025-07-20","IT","58","EUR","141.59439"
"2025-07-20","PL","17","PLN","831.532969215"
"2025-07-20","RO","58","RON","8633.72007"
"2025-07-20","HU","58","HUF","675203.64732"
"2025-07-21","CZ","18","CZK","5492.993234022"
"2025-07-21","CZ","36","CZK","82024.567960806"
"2025-07-22","HU","23","HUF","173565.902192463"
"2025-07-22","RO","17","RON","5029.128440379"
"2025-07-22","HR","36","EUR","206.952272028"
"2025-07-22","SK","36","EUR","160.223929371"
"2025-07-23","SI","22","EUR","959.036258124"
"2025-07-23","PL","46","PLN","1371.600651078"
"2025-07-23","HU","5","HUF","1815577.875"
"2025-07-24","SI","22","EUR","1003.035218418"
"2025-07-24","PL","52","PLN","236.469652533"
"2025-07-24","CZ","58","CZK","60529.27653"
"2025-07-25","CZ","39","CZK","86277.82977"
"2025-07-24","CZ","5","CZK","203457.9861"
"2025-07-22","HU","36","HUF","91925.982524592"
"2025-07-23","RO","23","RON","6375.952486845"
"2025-07-23","PL","18","PLN","1101.216274875"
"2025-07-23","RO","39","RON","15040.07451"
"2025-07-24","HR","2","EUR","235.74339"
"2025-07-25","CZ","43","CZK","458.582661"
"2025-07-24","RO","6","RON","14955.25482"
"2025-07-25","CZ","58","CZK","61695.86823"
"2025-07-24","SK","36","EUR","166.399416198"
"2025-07-25","RO","29","RON","2466.469854"
"2025-07-24","SE","23","SEK","9.020769462"
"2025-07-25","RO","58","RON","5201.8749"
"2025-07-24","PL","9","PLN","645.23448"
"2025-07-23","IT","58","EUR","147.07215"
"2025-07-24","RO","17","RON","3719.764686186"
"2025-07-24","RO","46","RON","2035.971448839"
"2025-07-24","HU","17","HUF","160863.84591606"
"2025-07-25","HU","23","HUF","162004.083830253"
"2025-07-25","GR","23","EUR","1.864697976"
"2025-07-25","HR","29","EUR","742.604517"
"2025-07-24","SI","61","EUR","431.50763612"
"2025-07-25","SK","17","EUR","359.331321564"
"2025-07-25","SK","20","EUR","194.839626582"
"2025-07-25","SI","2","EUR","114.89031"
"2025-07-25","CZ","44","CZK","5245.32609"
"2025-07-25","SK","2","EUR","409.34844"
"2025-07-25","BG","2","EUR","140.43812922"
"2025-07-26","SK","58","EUR","1162.76868"
"2025-07-26","SK","43","EUR","41.71086"
"2025-07-26","RO","29","RON","2605.485132"
"2025-07-25","SK","9","EUR","164.87487"
"2025-07-25","RO","5","RON","20620.82781"
"2025-07-26","SI","61","EUR","431.726154753"
"2025-07-25","BG","6","EUR","241.484395408"
"2025-07-26","UK","29","GBP","0"
"2025-07-25","HU","11","HUF","25317.522"
"2025-07-26","HR","17","EUR","240.479695242"
"2025-07-26","CZ","58","CZK","84539.72511"
"2025-07-26","HR","18","EUR","334.404500796"
"2025-07-26","CZ","43","CZK","1006.0813494"
"2025-07-25","HR","3","EUR","70.86852"
"2025-07-25","PL","11","PLN","123.62049"
"2025-07-26","HU","58","HUF","515998.11627"
"2025-07-26","HU","52","HUF","1364.195609694"
"2025-07-26","SI","52","EUR","237.585129885"
"2025-07-26","SI","46","EUR","114.55747902"
"2025-07-26","RO","46","RON","2490.892278633"
"2025-07-26","SK","38","EUR","49.723319349"
"2025-07-26","PL","61","PLN","1969.873170798"
"2025-07-26","BG","61","BGN","296.583532654"
"2025-07-26","IT","2","EUR","94.03488"
"2025-07-26","IT","9","EUR","20.08512"
"2025-07-27","HR","22","EUR","2806.188092973"
"2025-07-27","CZ","39","CZK","154090.47294"
"2025-07-26","RO","5","RON","20477.52162"
"2025-07-27","HR","43","EUR","16.49034"
"2025-07-27","RO","39","RON","21948.18606"
"2025-07-27","SK","39","EUR","3129.11334"
"2025-07-26","HR","9","EUR","391.46013"
"2025-07-26","PL","52","PLN","251.447457465"
"2025-07-26","RO","18","RON","423.226299312"
"2025-07-26","IT","5","EUR","702.72243"
"2025-07-26","CZ","28","CZK","4334.42025"
"2025-07-26","BG","9","EUR","89.329139796"
"2025-07-26","UK","23","GBP","2.5677"
"2025-07-27","GR","23","EUR","10.240133103"
"2025-07-27","RO","29","RON","3532.946931"
"2025-07-26","SK","11","EUR","116.94447"
"2025-07-26","RO","4","RON","689.54157"
"2025-07-26","HR","4","EUR","42.85206"
"2025-07-27","BG","46","BGN","38.061094131"
"2025-07-27","CZ","62","CZK","0"
"2025-07-27","PL","9","PLN","902.06154"
"2025-07-28","SK","22","EUR","13319.490759219"
"2025-07-28","PL","22","PLN","12230.016042933"
"2025-07-27","CZ","2","CZK","39702.60477"
"2025-07-27","PL","11","PLN","151.69401"
"2025-07-28","HR","23","EUR","296.395736391"
"2025-07-27","CZ","11","CZK","4793.15412"
"2025-07-28","IT","17","EUR","3.237535899"
"2025-07-27","SI","46","EUR","154.00947627"
"2025-07-28","RO","36","RON","1880.626660155"
"2025-07-28","HU","39","HUF","1261716.51159"
"2025-07-28","RO","39","RON","16014.28842"
"2025-07-28","PL","39","PLN","13092.44553"
"2025-07-27","HU","9","HUF","269268.993"
"2025-07-27","HU","5","HUF","2089771.146"
"2025-07-27","IT","6","EUR","406.78074"
"2025-07-28","SI","23","EUR","72.712864674"
"2025-07-28","SK","29","EUR","2036.762406"
"2025-07-28","PL","23","PLN","622.108073412"
"2025-07-28","BG","29","BGN","0"
"2025-07-27","CZ","8","CZK","596.5623"
"2025-07-28","SK","36","EUR","160.66929123"
"2025-07-28","HU","58","HUF","664028.73162"
"2025-07-27","HR","4","EUR","48.92895"
"2025-07-28","PL","52","PLN","410.406301017"
"2025-07-28","RO","52","RON","272.965279887"
"2025-07-26","CZ","16","CZK","3757.42953"
"2025-07-27","CZ","16","CZK","3830.7231"
"2025-07-29","CZ","2","CZK","39392.2269"
"2025-07-26","CZ","74","CZK","1386.249876"
"2025-07-05","CZ","72","CZK","0"
"2025-07-30","CZ","72","CZK","4982.9684895"
"2025-06-27","CZ","74","CZK","0"
"2025-07-17","PL","29","PLN","6166.126134"
"2025-07-26","CZ","72","CZK","3537.0375624"
"2025-08-08","SK","61","EUR","1194.656472046"
"2025-08-07","HU","9","HUF","245021.346"
"2025-08-07","CZ","2","CZK","35725.80807"
"2025-08-07","HR","6","EUR","249.80868"
"2025-08-07","SK","9","EUR","271.09206"
"2025-08-08","CZ","44","CZK","5926.05189"
"2025-08-08","PL","9","PLN","759.86802"
"2025-08-08","HR","3","EUR","35.71956"
"2025-08-08","SK","29","EUR","663.385266"
"2025-08-08","PL","29","PLN","2165.846391"
"2025-08-09","CZ","22","CZK","423122.377822686"
"2025-08-09","SK","23","EUR","342.632210436"
"2025-08-08","RO","3","RON","658.7577"
"2025-08-08","GR","5","EUR","234.60219"
"2025-08-08","PL","6","PLN","2997.61857"
"2025-08-09","PL","39","PLN","7537.71159"
"2025-08-09","IT","23","EUR","37.412826912"
"2025-08-08","BG","6","EUR","219.843063364"
"2025-08-08","SK","39","EUR","1244.59272"
"2025-08-08","IT","5","EUR","666.20403"
"2025-08-09","GR","23","EUR","12.383186877"
"2025-08-09","BG","29","BGN","0"
"2025-08-09","HU","58","HUF","205780.15692"
"2025-08-09","SK","36","EUR","318.666080358"
"2025-08-09","BG","52","BGN","57.187714545"
"2025-08-09","SK","61","EUR","958.049818082"
"2025-08-09","BG","61","BGN","377.312769087"
"2025-08-10","HR","43","EUR","21.91104"
"2025-08-09","SI","2","EUR","206.38602"
"2025-08-08","CZ","29","CZK","72704.88198"
"2025-08-09","HU","2","HUF","38019.078"
"2025-08-09","CZ","11","CZK","5483.1807"
"2025-08-09","CZ","2","CZK","36614.20374"
"2025-08-10","CZ","22","CZK","499409.36491653"
"2025-08-10","PL","22","PLN","9681.872770215"
"2025-08-10","SK","52","EUR","205.597730394"
"2025-08-09","RO","52","RON","584.384494887"
"2025-08-09","CZ","38","CZK","520.18749"
"2025-08-09","GR","5","EUR","240.2226"
"2025-08-10","HU","23","HUF","169548.197894613"
"2025-08-10","PL","46","PLN","2707.616052837"
"2025-08-09","IT","58","EUR","375.34068"
"2025-08-10","PL","58","PLN","2310.73029"
"2025-08-09","SE","23","SEK","0.22824"
"2025-08-10","CZ","44","CZK","6392.80269"
"2025-08-10","PL","2","PLN","322.81695"
"2025-08-10","HR","2","EUR","282.21876"
"2025-08-10","PL","3","PLN","61.45362"
"2025-08-11","BG","22","BGN","3951.438091947"
"2025-08-11","HU","29","HUF","152533.000269"
"2025-08-10","PL","6","PLN","3631.95459"
"2025-08-11","HU","23","HUF","169917.795248814"
"2025-08-10","CZ","6","CZK","107930.24532"
"2025-08-10","CZ","5","CZK","183090.90411"
"2025-08-10","HR","5","EUR","690.22629"
"2025-08-11","SK","29","EUR","724.987242"
"2025-08-11","HU","17","HUF","264583.546209018"
"2025-08-10","RO","6","RON","17538.61779"
"2025-08-11","RO","23","RON","7185.550399506"
"2025-08-11","BG","29","BGN","0"
"2025-08-11","BG","46","BGN","15.420932892"
"2025-08-11","GR","29","EUR","0"
"2025-06-19","HR","22","EUR","3449.944470762"
"2025-06-19","PL","39","PLN","5341.524973353"
"2025-06-19","SK","3","EUR","112.23702"
"2025-06-19","RO","3","RON","934.30044"
"2025-06-19","RO","9","RON","6269.41044"
"2025-06-19","BG","2","EUR","138.721268367"
"2025-06-19","SI","9","EUR","184.53204"
"2025-06-20","PL","61","PLN","1903.342442384"
"2025-06-19","PL","9","PLN","845.54361"
"2025-06-19","HR","5","EUR","1466.98407"
"2025-06-19","RO","6","RON","13983.26625"
"2025-06-20","SI","52","EUR","98.359905321"
"2025-06-20","SK","36","EUR","303.409600092"
"2025-06-20","HR","17","EUR","462.853251081"
"2025-06-20","SI","23","EUR","39.24030465"
"2025-06-20","SK","23","EUR","290.330774784"
"2025-06-18","SK","11","EUR","112.00878"
"2025-06-20","HU","61","HUF","86679.495101285"
"2025-06-20","SI","61","EUR","315.390366691"
"2025-06-20","SE","29","SEK","0"
"2025-06-20","CZ","27","CZK","118559.21094"
"2025-06-20","RO","2","RON","2292.69933"
"2025-06-20","HR","3","EUR","76.94541"
"2025-06-21","SK","39","EUR","1488.870976473"
"2025-06-21","HU","29","HUF","246716.028"
"2025-06-20","HR","5","EUR","1266.10434"
"2025-06-20","BG","5","EUR","544.542858486"
"2025-06-20","SI","9","EUR","181.65051"
"2025-06-20","IT","9","EUR","22.5387"
"2025-06-20","SK","11","EUR","118.3995"
"2025-06-21","BG","23","BGN","38.961389664"
"2025-06-21","HR","36","EUR","213.397227558"
"2025-06-21","HR","18","EUR","431.872715232"
"2025-06-21","CZ","17","CZK","10472.495673735"
"2025-06-21","HU","36","HUF","93737.431352547"
"2025-06-21","RO","36","RON","1991.534216391"
"2025-06-20","CZ","59","CZK","0"
"2025-06-20","CZ","71","CZK","12077.40519"
"2025-06-21","RO","61","RON","1204.121458041"
"2025-06-20","HR","4","EUR","139.45464"
"2025-07-28","CZ","16","CZK","3988.46547"
"2025-08-08","HR","61","EUR","355.817759316"
"2025-08-10","BG","29","BGN","0"
"2025-08-10","CZ","38","CZK","320.70573"
"2025-06-20","CZ","62","CZK","4404.65183775"
"2025-06-21","BG","52","BGN","59.940317475"
"2025-06-21","HR","46","EUR","311.422367565"
"2025-06-21","SK","20","EUR","196.285253094"
"2025-06-21","RO","2","RON","2309.90292"
"2025-06-21","PL","5","PLN","6481.64511"
"2025-06-21","RO","5","RON","23432.40225"
"2025-06-21","RO","9","RON","6282.07776"
"2025-06-21","SK","5","EUR","3365.45586"
"2025-06-22","RO","29","RON","2443.28067"
"2025-06-22","SK","61","EUR","734.2828515"
"2025-06-22","HR","61","EUR","400.515661609"
"2025-06-21","SK","6","EUR","2779.84908"
